Day fraction since midnight on 8/12/2019	UVA ()	Turb_settled ()	Turb_filter ()	UVT ()	Total Count settled ()	Bin 1 count settled ()	Bin 2 count settled ()	Bin 3 count settled ()	Bin 4 count settled ()	Bin 5 count settled ()	Bin 6 count settled ()	Total count filtered ()	Bin 1 count filtered  ()	Bin 2 count filtered ()	Bin 3 count filtered ()	Bin 4 count filtered ()	Bin 5 count filtered  ()	Bin 6 count filtered ()
Start																		
0.502298	0.12665343	2.93164062	0.20996445	74.73166656	393	178	139	67	8	0	0	0.12665343	0	0	0	0	0	0
0.50235588	0.12665343	2.93164062	0.20996445	74.73166656	393	178	139	67	8	0	0	0.12665343	0	0	0	0	0	0
0.50241376	0.12665343	2.93164062	0.20996445	74.73166656	393	178	139	67	8	0	0	0.12665343	0	0	0	0	0	0
0.50247162	0.12665343	2.93164062	0.20996445	74.73166656	393	178	139	67	8	0	0	0.12665343	0	0	0	0	0	0
0.5025295	0.12665343	2.93164062	0.20996445	74.73166656	393	178	139	67	8	0	0	0.12665343	0	0	0	0	0	0
0.50258738	0.12665343	2.93164062	0.20996445	74.73166656	393	178	139	67	8	0	0	0.12665343	0	0	0	0	0	0
0.50264524	0.12665343	2.93164062	0.20996445	74.73166656	393	178	139	67	8	0	0	0.12665343	0	0	0	0	0	0
0.50270312	0.12665343	2.93164062	0.20996445	74.73166656	393	178	139	67	8	0	0	0.12665343	0	0	0	0	0	0
0.50276098	0.12665343	2.93164062	0.20996445	74.73166656	393	178	139	67	8	0	0	0.12665343	0	0	0	0	0	0
0.50281886	0.12665343	2.93164062	0.20996445	74.73166656	393	178	139	67	8	0	0	0.12665343	0	0	0	0	0	0
0.50287674	0.12665343	2.93164062	0.20996445	74.73166656	393	178	139	67	8	0	0	0.12665343	0	0	0	0	0	0
0.50293461	0.1292015	3.0649662	0.20377713	0	372	162	134	68	8	0	0	0.1292015	0	0	0	0	0	0
0.50299249	0.1292015	3.0649662	0.20377713	0	372	162	134	68	8	0	0	0.1292015	0	0	0	0	0	0
0.50305038	0.1292015	3.0649662	0.20377713	0	372	162	134	68	8	0	0	0.1292015	0	0	0	0	0	0
0.50310823	0.1292015	3.0649662	0.20377713	0	372	162	134	68	8	0	0	0.1292015	0	0	0	0	0	0
0.5031661	0.1292015	3.0649662	0.20377713	0	372	162	134	68	8	0	0	0.1292015	0	0	0	0	0	0
0.50322397	0.1292015	3.0649662	0.20377713	0	372	162	134	68	8	0	0	0.1292015	0	0	0	0	0	0
0.50328184	0.1292015	3.0649662	0.20377713	0	372	162	134	68	8	0	0	0.1292015	0	0	0	0	0	0
0.50333971	0.1292015	3.0649662	0.20377713	0	372	162	134	68	8	0	0	0.1292015	0	0	0	0	0	0
0.50339759	0.1292015	3.0649662	0.20377713	0	372	162	134	68	8	0	0	0.1292015	0	0	0	0	0	0
0.50345546	0.1292015	3.0649662	0.20377713	0	372	162	134	68	8	0	0	0.1292015	0	0	0	0	0	0
0.50351334	0.1292015	3.0649662	0.20377713	0	372	162	134	68	8	0	0	0.1292015	0	0	0	0	0	0
0.50357121	0.1292015	3.0649662	0.20377713	0	372	162	134	68	8	0	0	0.1292015	0	0	0	0	0	0
0.50362908	0.13143021	2.89742208	0.20410261	73.91431427	376	166	138	66	6	0	0	0.13143021	0	0	0	0	0	0
0.50368695	0.13143021	2.89742208	0.20410261	73.91431427	376	166	138	66	6	0	0	0.13143021	0	0	0	0	0	0
0.50374482	0.13143021	2.89742208	0.20410261	73.91431427	376	166	138	66	6	0	0	0.13143021	0	0	0	0	0	0
0.5038027	0.13143021	2.89742208	0.20410261	73.91431427	376	166	138	66	6	0	0	0.13143021	0	0	0	0	0	0
0.50386057	0.13143021	2.89742208	0.20410261	73.91431427	376	166	138	66	6	0	0	0.13143021	0	0	0	0	0	0
0.50391845	0.13143021	2.89742208	0.20410261	73.91431427	376	166	138	66	6	0	0	0.13143021	0	0	0	0	0	0
0.50397632	0.13143021	2.89742208	0.20410261	73.91431427	376	166	138	66	6	0	0	0.13143021	0	0	0	0	0	0
0.5040342	0.13143021	2.89742208	0.20410261	73.91431427	376	166	138	66	6	0	0	0.13143021	0	0	0	0	0	0
0.50409208	0.13143021	2.89742208	0.20410261	73.91431427	376	166	138	66	6	0	0	0.13143021	0	0	0	0	0	0
0.50414995	0.13143021	2.89742208	0.20410261	73.91431427	376	166	138	66	6	0	0	0.13143021	0	0	0	0	0	0
0.50420781	0.13143021	2.89742208	0.20410261	73.91431427	376	166	138	66	6	0	0	0.13143021	0	0	0	0	0	0
0.50426569	0.13143021	2.89742208	0.20410261	73.91431427	376	166	138	66	6	0	0	0.13143021	0	0	0	0	0	0
0.50432356	0.13235395	2.71700263	0.20399615	73.7572937	399	183	139	69	8	0	0	0.13235395	0	0	0	0	0	0
0.50438143	0.13235395	2.71700263	0.20399615	73.7572937	399	183	139	69	8	0	0	0.13235395	0	0	0	0	0	0
0.50443932	0.13235395	2.71700263	0.20399615	73.7572937	399	183	139	69	8	0	0	0.13235395	0	0	0	0	0	0
0.50449718	0.13235395	2.71700263	0.20399615	73.7572937	399	183	139	69	8	0	0	0.13235395	0	0	0	0	0	0
0.50455508	0.13235395	2.71700263	0.20399615	73.7572937	399	183	139	69	8	0	0	0.13235395	0	0	0	0	0	0
0.50461292	0.13235395	2.71700263	0.20399615	73.7572937	399	183	139	69	8	0	0	0.13235395	0	0	0	0	0	0
0.50467079	0.13235395	2.71700263	0.20399615	73.7572937	399	183	139	69	8	0	0	0.13235395	0	0	0	0	0	0
0.50472867	0.13235395	2.71700263	0.20399615	73.7572937	399	183	139	69	8	0	0	0.13235395	0	0	0	0	0	0
0.50478603	0.13235395	2.71700263	0.20399615	73.7572937	399	183	139	69	8	0	0	0.13235395	0	0	0	0	0	0
0.50484441	0.13235395	2.71700263	0.20399615	73.7572937	399	183	139	69	8	0	0	0.13235395	0	0	0	0	0	0
0.50490229	0.13235395	2.71700263	0.20399615	73.7572937	399	183	139	69	8	0	0	0.13235395	0	0	0	0	0	0
0.50496016	0.13235395	2.71700263	0.20399615	73.7572937	399	183	139	69	8	0	0	0.13235395	0	0	0	0	0	0
0.50501804	0.1275771	2.77340627	0.2092644	74.57291412	355	161	126	62	7	0	0	0.1275771	0	0	0	0	0	0
0.5050759	0.1275771	2.77340627	0.2092644	74.57291412	355	161	126	62	7	0	0	0.1275771	0	0	0	0	0	0
0.50513378	0.1275771	2.77340627	0.2092644	74.57291412	355	161	126	62	7	0	0	0.1275771	0	0	0	0	0	0
0.50519133	0.1275771	2.77340627	0.2092644	74.57291412	355	161	126	62	7	0	0	0.1275771	0	0	0	0	0	0
0.50524954	0.1275771	2.77340627	0.2092644	74.57291412	355	161	126	62	7	0	0	0.1275771	0	0	0	0	0	0
0.5053074	0.1275771	2.77340627	0.2092644	74.57291412	355	161	126	62	7	0	0	0.1275771	0	0	0	0	0	0
0.50536527	0.1275771	2.77340627	0.2092644	74.57291412	355	161	126	62	7	0	0	0.1275771	0	0	0	0	0	0
0.50542315	0.1275771	2.77340627	0.2092644	74.57291412	355	161	126	62	7	0	0	0.1275771	0	0	0	0	0	0
0.50548102	0.1275771	2.77340627	0.2092644	74.57291412	355	161	126	62	7	0	0	0.1275771	0	0	0	0	0	0
0.50553891	0.1275771	2.77340627	0.2092644	74.57291412	355	161	126	62	7	0	0	0.1275771	0	0	0	0	0	0
0.50559676	0.1275771	2.77340627	0.2092644	74.57291412	355	161	126	62	7	0	0	0.1275771	0	0	0	0	0	0
0.50565463	0.1275771	2.77340627	0.2092644	74.57291412	355	161	126	62	7	0	0	0.1275771	0	0	0	0	0	0
0.50571251	0.12253167	2.69486904	0.22601107	75.44420624	365	167	128	63	7	0	0	0.12253167	0	0	0	0	0	0
0.50577038	0.12253167	2.69486904	0.22601107	75.44420624	365	167	128	63	7	0	0	0.12253167	0	0	0	0	0	0
0.50582827	0.12253167	2.69486904	0.22601107	75.44420624	365	167	128	63	7	0	0	0.12253167	0	0	0	0	0	0
0.50588615	0.12253167	2.69486904	0.22601107	75.44420624	365	167	128	63	7	0	0	0.12253167	0	0	0	0	0	0
0.50594402	0.12253167	2.69486904	0.22601107	75.44420624	365	167	128	63	7	0	0	0.12253167	0	0	0	0	0	0
0.50600189	0.12253167	2.69486904	0.22601107	75.44420624	365	167	128	63	7	0	0	0.12253167	0	0	0	0	0	0
0.50605975	0.12253167	2.69486904	0.22601107	75.44420624	365	167	128	63	7	0	0	0.12253167	0	0	0	0	0	0
0.50611763	0.12253167	2.69486904	0.22601107	75.44420624	365	167	128	63	7	0	0	0.12253167	0	0	0	0	0	0
0.50617549	0.12253167	2.69486904	0.22601107	75.44420624	365	167	128	63	7	0	0	0.12253167	0	0	0	0	0	0
0.50623337	0.12253167	2.69486904	0.22601107	75.44420624	365	167	128	63	7	0	0	0.12253167	0	0	0	0	0	0
0.50629124	0.12253167	2.69486904	0.22601107	75.44420624	365	167	128	63	7	0	0	0.12253167	0	0	0	0	0	0
0.50634912	0.12253167	2.69486904	0.22601107	75.44420624	365	167	128	63	7	0	0	0.12253167	0	0	0	0	0	0
0.50640698	0.12497193	2.85185957	0.20832044	75.02153778	368	168	128	64	8	0	0	0.12497193	0	0	0	0	0	0
0.50646485	0.12497193	2.85185957	0.20832044	75.02153778	368	168	128	64	8	0	0	0.12497193	0	0	0	0	0	0
0.50652274	0.12497193	2.85185957	0.20832044	75.02153778	368	168	128	64	8	0	0	0.12497193	0	0	0	0	0	0
0.5065806	0.12497193	2.85185957	0.20832044	75.02153778	368	168	128	64	8	0	0	0.12497193	0	0	0	0	0	0
0.50663848	0.12497193	2.85185957	0.20832044	75.02153778	368	168	128	64	8	0	0	0.12497193	0	0	0	0	0	0
0.50669635	0.12497193	2.85185957	0.20832044	75.02153778	368	168	128	64	8	0	0	0.12497193	0	0	0	0	0	0
0.50675424	0.12497193	2.85185957	0.20832044	75.02153778	368	168	128	64	8	0	0	0.12497193	0	0	0	0	0	0
0.5068121	0.12497193	2.85185957	0.20832044	75.02153778	368	168	128	64	8	0	0	0.12497193	0	0	0	0	0	0
0.50686996	0.12497193	2.85185957	0.20832044	75.02153778	368	168	128	64	8	0	0	0.12497193	0	0	0	0	0	0
0.50692784	0.12497193	2.85185957	0.20832044	75.02153778	368	168	128	64	8	0	0	0.12497193	0	0	0	0	0	0
0.50698572	0.12497193	2.85185957	0.20832044	75.02153778	368	168	128	64	8	0	0	0.12497193	0	0	0	0	0	0
0.5070436	0.12497193	2.85185957	0.20832044	75.02153778	368	168	128	64	8	0	0	0.12497193	0	0	0	0	0	0
0.50710147	0.12910245	2.75697899	0.2100921	74.31149292	340	154	120	59	6	0	0	0.12910245	0	0	0	0	0	0
0.50715933	0.12910245	2.75697899	0.2100921	74.31149292	340	154	120	59	6	0	0	0.12910245	0	0	0	0	0	0
0.50721721	0.12910245	2.75697899	0.2100921	74.31149292	340	154	120	59	6	0	0	0.12910245	0	0	0	0	0	0
0.50727509	0.12910245	2.75697899	0.2100921	74.31149292	340	154	120	59	6	0	0	0.12910245	0	0	0	0	0	0
0.50733297	0.12910245	2.75697899	0.2100921	74.31149292	340	154	120	59	6	0	0	0.12910245	0	0	0	0	0	0
0.50739082	0.12910245	2.75697899	0.2100921	74.31149292	340	154	120	59	6	0	0	0.12910245	0	0	0	0	0	0
0.50744835	0.12910245	2.75697899	0.2100921	74.31149292	340	154	120	59	6	0	0	0.12910245	0	0	0	0	0	0
0.50750657	0.12910245	2.75697899	0.2100921	74.31149292	340	154	120	59	6	0	0	0.12910245	0	0	0	0	0	0
0.50756444	0.12910245	2.75697899	0.2100921	74.31149292	340	154	120	59	6	0	0	0.12910245	0	0	0	0	0	0
0.50762232	0.12910245	2.75697899	0.2100921	74.31149292	340	154	120	59	6	0	0	0.12910245	0	0	0	0	0	0
0.50768019	0.12910245	2.75697899	0.2100921	74.31149292	340	154	120	59	6	0	0	0.12910245	0	0	0	0	0	0
0.50773808	0.12910245	2.75697899	0.2100921	74.31149292	340	154	120	59	6	0	0	0.12910245	0	0	0	0	0	0
0.50779594	0.12669882	2.73733354	0.20566872	0	331	151	119	54	7	0	0	0.12669882	0	0	0	0	0	0
0.50785381	0.12669882	2.73733354	0.20566872	0	331	151	119	54	7	0	0	0.12669882	0	0	0	0	0	0
0.50791168	0.12669882	2.73733354	0.20566872	0	331	151	119	54	7	0	0	0.12669882	0	0	0	0	0	0
0.50796955	0.12669882	2.73733354	0.20566872	0	331	151	119	54	7	0	0	0.12669882	0	0	0	0	0	0
0.50802742	0.12669882	2.73733354	0.20566872	0	331	151	119	54	7	0	0	0.12669882	0	0	0	0	0	0
0.5080853	0.12669882	2.73733354	0.20566872	0	331	151	119	54	7	0	0	0.12669882	0	0	0	0	0	0
0.50814317	0.12669882	2.73733354	0.20566872	0	331	151	119	54	7	0	0	0.12669882	0	0	0	0	0	0
0.50820105	0.12669882	2.73733354	0.20566872	0	331	151	119	54	7	0	0	0.12669882	0	0	0	0	0	0
0.50825893	0.12669882	2.73733354	0.20566872	0	331	151	119	54	7	0	0	0.12669882	0	0	0	0	0	0
0.50831681	0.12669882	2.73733354	0.20566872	0	331	151	119	54	7	0	0	0.12669882	0	0	0	0	0	0
0.50837467	0.12669882	2.73733354	0.20566872	0	331	151	119	54	7	0	0	0.12669882	0	0	0	0	0	0
0.50843253	0.12669882	2.73733354	0.20566872	0	331	151	119	54	7	0	0	0.12669882	0	0	0	0	0	0
0.50849042	0.12536675	2.77976298	0.21578601	0	350	155	125	62	7	0	0	0.12536675	0	0	0	0	0	0
0.50854829	0.12536675	2.77976298	0.21578601	0	350	155	125	62	7	0	0	0.12536675	0	0	0	0	0	0
0.50860616	0.12536675	2.77976298	0.21578601	0	350	155	125	62	7	0	0	0.12536675	0	0	0	0	0	0
0.50866403	0.12536675	2.77976298	0.21578601	0	350	155	125	62	7	0	0	0.12536675	0	0	0	0	0	0
0.50872192	0.12536675	2.77976298	0.21578601	0	350	155	125	62	7	0	0	0.12536675	0	0	0	0	0	0
0.50877978	0.12536675	2.77976298	0.21578601	0	350	155	125	62	7	0	0	0.12536675	0	0	0	0	0	0
0.50883767	0.12536675	2.77976298	0.21578601	0	350	155	125	62	7	0	0	0.12536675	0	0	0	0	0	0
0.50889552	0.12536675	2.77976298	0.21578601	0	350	155	125	62	7	0	0	0.12536675	0	0	0	0	0	0
0.5089534	0.12536675	2.77976298	0.21578601	0	350	155	125	62	7	0	0	0.12536675	0	0	0	0	0	0
0.50901128	0.12536675	2.77976298	0.21578601	0	350	155	125	62	7	0	0	0.12536675	0	0	0	0	0	0
0.50906914	0.12536675	2.77976298	0.21578601	0	350	155	125	62	7	0	0	0.12536675	0	0	0	0	0	0
0.50912701	0.12536675	2.77976298	0.21578601	0	350	155	125	62	7	0	0	0.12536675	0	0	0	0	0	0
0.50918489	0.12759285	2.65817118	0.20471373	74.57021332	342	158	118	60	6	0	0	0.12759285	0	0	0	0	0	0
0.50924277	0.12759285	2.65817118	0.20471373	74.57021332	342	158	118	60	6	0	0	0.12759285	0	0	0	0	0	0
0.50930064	0.12759285	2.65817118	0.20471373	74.57021332	342	158	118	60	6	0	0	0.12759285	0	0	0	0	0	0
0.5093585	0.12759285	2.65817118	0.20471373	74.57021332	342	158	118	60	6	0	0	0.12759285	0	0	0	0	0	0
0.50941638	0.12759285	2.65817118	0.20471373	74.57021332	342	158	118	60	6	0	0	0.12759285	0	0	0	0	0	0
0.50947425	0.12759285	2.65817118	0.20471373	74.57021332	342	158	118	60	6	0	0	0.12759285	0	0	0	0	0	0
0.50953212	0.12759285	2.65817118	0.20471373	74.57021332	342	158	118	60	6	0	0	0.12759285	0	0	0	0	0	0
0.50959001	0.12759285	2.65817118	0.20471373	74.57021332	342	158	118	60	6	0	0	0.12759285	0	0	0	0	0	0
0.50964753	0.12759285	2.65817118	0.20471373	74.57021332	342	158	118	60	6	0	0	0.12759285	0	0	0	0	0	0
0.50970576	0.12759285	2.65817118	0.20471373	74.57021332	342	158	118	60	6	0	0	0.12759285	0	0	0	0	0	0
0.50976362	0.12759285	2.65817118	0.20471373	74.57021332	342	158	118	60	6	0	0	0.12759285	0	0	0	0	0	0
0.50982149	0.12759285	2.65817118	0.20471373	74.57021332	342	158	118	60	6	0	0	0.12759285	0	0	0	0	0	0
0.50987936	0.12601586	2.73024011	0.20741966	74.84144592	376	165	132	70	8	0	0	0.12601586	0	0	0	0	0	0
0.50993723	0.12601586	2.73024011	0.20741966	74.84144592	376	165	132	70	8	0	0	0.12601586	0	0	0	0	0	0
0.5099951	0.12601586	2.73024011	0.20741966	74.84144592	376	165	132	70	8	0	0	0.12601586	0	0	0	0	0	0
0.51005282	0.12601586	2.73024011	0.20741966	74.84144592	376	165	132	70	8	0	0	0.12601586	0	0	0	0	0	0
0.51011085	0.12601586	2.73024011	0.20741966	74.84144592	376	165	132	70	8	0	0	0.12601586	0	0	0	0	0	0
0.51016874	0.12601586	2.73024011	0.20741966	74.84144592	376	165	132	70	8	0	0	0.12601586	0	0	0	0	0	0
0.5102266	0.12601586	2.73024011	0.20741966	74.84144592	376	165	132	70	8	0	0	0.12601586	0	0	0	0	0	0
0.51028447	0.12601586	2.73024011	0.20741966	74.84144592	376	165	132	70	8	0	0	0.12601586	0	0	0	0	0	0
0.51034236	0.12601586	2.73024011	0.20741966	74.84144592	376	165	132	70	8	0	0	0.12601586	0	0	0	0	0	0
0.51040021	0.12601586	2.73024011	0.20741966	74.84144592	376	165	132	70	8	0	0	0.12601586	0	0	0	0	0	0
0.5104581	0.12601586	2.73024011	0.20741966	74.84144592	376	165	132	70	8	0	0	0.12601586	0	0	0	0	0	0
0.51051597	0.12601586	2.73024011	0.20741966	74.84144592	376	165	132	70	8	0	0	0.12601586	0	0	0	0	0	0
0.51057385	0.12081937	2.58546543	0.20482242	75.74221039	356	158	129	61	7	0	0	0.12081937	0	0	0	0	0	0
0.51063171	0.12081937	2.58546543	0.20482242	75.74221039	356	158	129	61	7	0	0	0.12081937	0	0	0	0	0	0
0.51068959	0.12081937	2.58546543	0.20482242	75.74221039	356	158	129	61	7	0	0	0.12081937	0	0	0	0	0	0
0.51074746	0.12081937	2.58546543	0.20482242	75.74221039	356	158	129	61	7	0	0	0.12081937	0	0	0	0	0	0
0.51080533	0.12081937	2.58546543	0.20482242	75.74221039	356	158	129	61	7	0	0	0.12081937	0	0	0	0	0	0
0.51086321	0.12081937	2.58546543	0.20482242	75.74221039	356	158	129	61	7	0	0	0.12081937	0	0	0	0	0	0
0.51092108	0.12081937	2.58546543	0.20482242	75.74221039	356	158	129	61	7	0	0	0.12081937	0	0	0	0	0	0
0.51097895	0.12081937	2.58546543	0.20482242	75.74221039	356	158	129	61	7	0	0	0.12081937	0	0	0	0	0	0
0.51103682	0.12081937	2.58546543	0.20482242	75.74221039	356	158	129	61	7	0	0	0.12081937	0	0	0	0	0	0
0.5110947	0.12081937	2.58546543	0.20482242	75.74221039	356	158	129	61	7	0	0	0.12081937	0	0	0	0	0	0
0.51115256	0.12081937	2.58546543	0.20482242	75.74221039	356	158	129	61	7	0	0	0.12081937	0	0	0	0	0	0
0.51121044	0.12081937	2.58546543	0.20482242	75.74221039	356	158	129	61	7	0	0	0.12081937	0	0	0	0	0	0
0.51126831	0.12232365	2.6593318	0.20667937	0	331	146	123	57	6	0	0	0.12232365	0	0	0	0	0	0
0.51132619	0.12232365	2.6593318	0.20667937	0	331	146	123	57	6	0	0	0.12232365	0	0	0	0	0	0
0.51138405	0.12232365	2.6593318	0.20667937	0	331	146	123	57	6	0	0	0.12232365	0	0	0	0	0	0
0.51144194	0.12232365	2.6593318	0.20667937	0	331	146	123	57	6	0	0	0.12232365	0	0	0	0	0	0
0.51149981	0.12232365	2.6593318	0.20667937	0	331	146	123	57	6	0	0	0.12232365	0	0	0	0	0	0
0.51155767	0.12232365	2.6593318	0.20667937	0	331	146	123	57	6	0	0	0.12232365	0	0	0	0	0	0
0.51161555	0.12232365	2.6593318	0.20667937	0	331	146	123	57	6	0	0	0.12232365	0	0	0	0	0	0
0.51167343	0.12232365	2.6593318	0.20667937	0	331	146	123	57	6	0	0	0.12232365	0	0	0	0	0	0
0.5117313	0.12232365	2.6593318	0.20667937	0	331	146	123	57	6	0	0	0.12232365	0	0	0	0	0	0
0.51178916	0.12232365	2.6593318	0.20667937	0	331	146	123	57	6	0	0	0.12232365	0	0	0	0	0	0
0.51184703	0.12232365	2.6593318	0.20667937	0	331	146	123	57	6	0	0	0.12232365	0	0	0	0	0	0
0.51190491	0.12232365	2.6593318	0.20667937	0	331	146	123	57	6	0	0	0.12232365	0	0	0	0	0	0
0.51196279	0.12582403	2.73743415	0.20589754	0	370	163	135	64	7	0	0	0.12582403	0	0	0	0	0	0
0.51202067	0.12582403	2.73743415	0.20589754	0	370	163	135	64	7	0	0	0.12582403	0	0	0	0	0	0
0.51207854	0.12582403	2.73743415	0.20589754	0	370	163	135	64	7	0	0	0.12582403	0	0	0	0	0	0
0.5121364	0.12582403	2.73743415	0.20589754	0	370	163	135	64	7	0	0	0.12582403	0	0	0	0	0	0
0.51219428	0.12582403	2.73743415	0.20589754	0	370	163	135	64	7	0	0	0.12582403	0	0	0	0	0	0
0.51225197	0.12582403	2.73743415	0.20589754	0	370	163	135	64	7	0	0	0.12582403	0	0	0	0	0	0
0.51231001	0.12582403	2.73743415	0.20589754	0	370	163	135	64	7	0	0	0.12582403	0	0	0	0	0	0
0.5123679	0.12582403	2.73743415	0.20589754	0	370	163	135	64	7	0	0	0.12582403	0	0	0	0	0	0
0.51242576	0.12582403	2.73743415	0.20589754	0	370	163	135	64	7	0	0	0.12582403	0	0	0	0	0	0
0.51248364	0.12582403	2.73743415	0.20589754	0	370	163	135	64	7	0	0	0.12582403	0	0	0	0	0	0
0.51254152	0.12582403	2.73743415	0.20589754	0	370	163	135	64	7	0	0	0.12582403	0	0	0	0	0	0
0.5125994	0.12582403	2.73743415	0.20589754	0	370	163	135	64	7	0	0	0.12582403	0	0	0	0	0	0
0.51265727	0.12564972	2.47094059	0.20633048	74.9045639	327	145	119	58	6	0	0	0.12564972	0	0	0	0	0	0
0.51271513	0.12564972	2.47094059	0.20633048	74.9045639	327	145	119	58	6	0	0	0.12564972	0	0	0	0	0	0
0.512773	0.12564972	2.47094059	0.20633048	74.9045639	327	145	119	58	6	0	0	0.12564972	0	0	0	0	0	0
0.51283087	0.12564972	2.47094059	0.20633048	74.9045639	327	145	119	58	6	0	0	0.12564972	0	0	0	0	0	0
0.51288874	0.12564972	2.47094059	0.20633048	74.9045639	327	145	119	58	6	0	0	0.12564972	0	0	0	0	0	0
0.51294662	0.12564972	2.47094059	0.20633048	74.9045639	327	145	119	58	6	0	0	0.12564972	0	0	0	0	0	0
0.51300451	0.12564972	2.47094059	0.20633048	74.9045639	327	145	119	58	6	0	0	0.12564972	0	0	0	0	0	0
0.51306237	0.12564972	2.47094059	0.20633048	74.9045639	327	145	119	58	6	0	0	0.12564972	0	0	0	0	0	0
0.51312023	0.12564972	2.47094059	0.20633048	74.9045639	327	145	119	58	6	0	0	0.12564972	0	0	0	0	0	0
0.51317811	0.12564972	2.47094059	0.20633048	74.9045639	327	145	119	58	6	0	0	0.12564972	0	0	0	0	0	0
0.51323599	0.12564972	2.47094059	0.20633048	74.9045639	327	145	119	58	6	0	0	0.12564972	0	0	0	0	0	0
0.51329387	0.12564972	2.47094059	0.20633048	74.9045639	327	145	119	58	6	0	0	0.12564972	0	0	0	0	0	0
0.51335173	0.12034085	2.50798106	0.20815372	0	303	136	108	53	5	0	0	0.12034085	0	0	0	0	0	0
0.5134096	0.12034085	2.50798106	0.20815372	0	303	136	108	53	5	0	0	0.12034085	0	0	0	0	0	0
0.51346749	0.12034085	2.50798106	0.20815372	0	303	136	108	53	5	0	0	0.12034085	0	0	0	0	0	0
0.51352535	0.12034085	2.50798106	0.20815372	0	303	136	108	53	5	0	0	0.12034085	0	0	0	0	0	0
0.51358323	0.12034085	2.50798106	0.20815372	0	303	136	108	53	5	0	0	0.12034085	0	0	0	0	0	0
0.51364109	0.12034085	2.50798106	0.20815372	0	303	136	108	53	5	0	0	0.12034085	0	0	0	0	0	0
0.51369897	0.12034085	2.50798106	0.20815372	0	303	136	108	53	5	0	0	0.12034085	0	0	0	0	0	0
0.51375685	0.12034085	2.50798106	0.20815372	0	303	136	108	53	5	0	0	0.12034085	0	0	0	0	0	0
0.51381472	0.12034085	2.50798106	0.20815372	0	303	136	108	53	5	0	0	0.12034085	0	0	0	0	0	0
0.51387259	0.12034085	2.50798106	0.20815372	0	303	136	108	53	5	0	0	0.12034085	0	0	0	0	0	0
0.51393045	0.12034085	2.50798106	0.20815372	0	303	136	108	53	5	0	0	0.12034085	0	0	0	0	0	0
0.51398834	0.12034085	2.50798106	0.20815372	0	303	136	108	53	5	0	0	0.12034085	0	0	0	0	0	0
0.5140462	0.12071193	2.48026752	0.2037659	75.76094818	346	158	124	58	6	0	0	0.12071193	0	0	0	0	0	0
0.51410409	0.12071193	2.48026752	0.2037659	75.76094818	346	158	124	58	6	0	0	0.12071193	0	0	0	0	0	0
0.51416195	0.12071193	2.48026752	0.2037659	75.76094818	346	158	124	58	6	0	0	0.12071193	0	0	0	0	0	0
0.51421982	0.12071193	2.48026752	0.2037659	75.76094818	346	158	124	58	6	0	0	0.12071193	0	0	0	0	0	0
0.5142777	0.12071193	2.48026752	0.2037659	75.76094818	346	158	124	58	6	0	0	0.12071193	0	0	0	0	0	0
0.51433558	0.12071193	2.48026752	0.2037659	75.76094818	346	158	124	58	6	0	0	0.12071193	0	0	0	0	0	0
0.51439343	0.12071193	2.48026752	0.2037659	75.76094818	346	158	124	58	6	0	0	0.12071193	0	0	0	0	0	0
0.51445131	0.12071193	2.48026752	0.2037659	75.76094818	346	158	124	58	6	0	0	0.12071193	0	0	0	0	0	0
0.51450918	0.12071193	2.48026752	0.2037659	75.76094818	346	158	124	58	6	0	0	0.12071193	0	0	0	0	0	0
0.51456706	0.12071193	2.48026752	0.2037659	75.76094818	346	158	124	58	6	0	0	0.12071193	0	0	0	0	0	0
0.51462493	0.12071193	2.48026752	0.2037659	75.76094818	346	158	124	58	6	0	0	0.12071193	0	0	0	0	0	0
0.51468281	0.12071193	2.48026752	0.2037659	75.76094818	346	158	124	58	6	0	0	0.12071193	0	0	0	0	0	0
0.51474068	0.1214539	2.56048417	0.20350221	75.6316452	313	140	113	55	5	0	0	0.1214539	0	0	0	0	0	0
0.51479855	0.1214539	2.56048417	0.20350221	75.6316452	313	140	113	55	5	0	0	0.1214539	0	0	0	0	0	0
0.51485642	0.1214539	2.56048417	0.20350221	75.6316452	313	140	113	55	5	0	0	0.1214539	0	0	0	0	0	0
0.51491429	0.1214539	2.56048417	0.20350221	75.6316452	313	140	113	55	5	0	0	0.1214539	0	0	0	0	0	0
0.51497216	0.1214539	2.56048417	0.20350221	75.6316452	313	140	113	55	5	0	0	0.1214539	0	0	0	0	0	0
0.51503005	0.1214539	2.56048417	0.20350221	75.6316452	313	140	113	55	5	0	0	0.1214539	0	0	0	0	0	0
0.51508791	0.1214539	2.56048417	0.20350221	75.6316452	313	140	113	55	5	0	0	0.1214539	0	0	0	0	0	0
0.51514579	0.1214539	2.56048417	0.20350221	75.6316452	313	140	113	55	5	0	0	0.1214539	0	0	0	0	0	0
0.51520366	0.1214539	2.56048417	0.20350221	75.6316452	313	140	113	55	5	0	0	0.1214539	0	0	0	0	0	0
0.51526154	0.1214539	2.56048417	0.20350221	75.6316452	313	140	113	55	5	0	0	0.1214539	0	0	0	0	0	0
0.51531942	0.1214539	2.56048417	0.20350221	75.6316452	313	140	113	55	5	0	0	0.1214539	0	0	0	0	0	0
